from,to,strength,initial
Lyssavirus,Sus scrofa,1.653532904316064,0.37592359713838586
Flavivirus,Felis catus,1.1522899733494913,0.17949502570981446
Alphacoronavirus,Bos taurus,1.0772893557222827,0.3876886317907445
Lyssavirus,Rattus norvegicus,1.050295738187065,0.15766962888441763
Lyssavirus,Camelus dromedarius,1.0252118609407153,0.14675693047171923
Lyssavirus,Bubalus bubalis,1.0230314628166377,0.17949502570981446
Flavivirus,Pan troglodytes,0.9551355373764595,0.17949502570981446
Lyssavirus,Myodes glareolus,0.9503381074438686,0.14675693047171923
Alphavirus,Capra hircus,0.9465104393333467,0.1898516096579477
Alphacoronavirus,Equus caballus,0.8988244711810539,0.2567362508383635
Lyssavirus,Rattus rattus,0.8518672985269111,0.12493153364632238
Alphavirus,Eidolon helvum,0.8357771450977036,0.11346272076905879
Alphacoronavirus,Ovis aries,0.819985937447283,0.2676489492510619
Flavivirus,Vulpes velox,0.8191758935702639,0.10310613682092555
Alphavirus,Camelus dromedarius,0.8013923349960875,0.13528811759445564
Alphavirus,Bubalus bubalis,0.799764233479226,0.16802621283255087
Flavivirus,Connochaetes taurinus,0.7880077918157745,0.12493153364632238
Flavivirus,Aepyceros melampus,0.7880077918157741,0.12493153364632238
Flavivirus,Micropteropus pusillus,0.7830182718396886,0.09219343840822715
Flavivirus,Myotis keenii,0.7811153151447264,0.07036804158283032
Flavivirus,Bison bison,0.7732016505489981,0.09219343840822715
Betacoronavirus,Ovis aries,0.7668703114794592,0.2644296333556897
Flavivirus,Crocuta crocuta,0.7509896022301905,0.09219343840822715
Lyssavirus,Sigmodon hispidus,0.7509233953429364,0.09219343840822715
Alphavirus,Myodes glareolus,0.7433297407821909,0.13528811759445564
Flavivirus,Odocoileus hemionus,0.7387528101917518,0.11401883523362395
Lyssavirus,Macaca fascicularis,0.737948261493212,0.14675693047171923
Flavivirus,Urocyon cinereoargenteus,0.7365711062569036,0.08128073999552872
Flavivirus,Pteropus giganteus,0.7320958679098225,0.08128073999552872
