from,to,strength,initial
Lyssavirus,Sus scrofa,1.6535645481808483,0.4174072211044042
Flavivirus,Felis catus,1.1523033856139626,0.18526436396154708
Alphacoronavirus,Bos taurus,1.077390964207155,0.4381706908115359
Lyssavirus,Rattus norvegicus,1.0502985920836094,0.1594707131678963
Lyssavirus,Camelus dromedarius,1.0252115780950348,0.1465738877710709
Lyssavirus,Bubalus bubalis,1.0230406426970224,0.18526436396154708
Flavivirus,Pan troglodytes,0.9551484115924959,0.18526436396154708
Lyssavirus,Myodes glareolus,0.950337837815245,0.1465738877710709
Alphavirus,Capra hircus,0.9465178669932615,0.20532360831656607
Alphacoronavirus,Equus caballus,0.8988586435081943,0.28340878604963116
Lyssavirus,Rattus rattus,0.8518617505345272,0.12078023697742009
Alphavirus,Eidolon helvum,0.8357777594848446,0.1150458305387883
Alphacoronavirus,Ovis aries,0.8200167629890314,0.29630561144645656
Flavivirus,Vulpes velox,0.819160169602313,0.09498658618376929
Alphavirus,Camelus dromedarius,0.801394477968182,0.1408394813324391
Alphavirus,Bubalus bubalis,0.7997688919859988,0.17952995752291528
Flavivirus,Connochaetes taurinus,0.7879994326029892,0.12078023697742009
Flavivirus,Aepyceros melampus,0.7879994326029882,0.12078023697742009
Flavivirus,Micropteropus pusillus,0.7829991440458639,0.0820897607869439
Flavivirus,Myotis keenii,0.7810893144828049,0.0562961099932931
Flavivirus,Bison bison,0.7731823598663735,0.0820897607869439
Betacoronavirus,Ovis aries,0.7668949254795918,0.2946959534987704
Flavivirus,Crocuta crocuta,0.7509707485323154,0.0820897607869439
Lyssavirus,Sigmodon hispidus,0.7509109674381488,0.0820897607869439
Alphavirus,Myodes glareolus,0.7419357685806964,0.1408394813324391
Flavivirus,Odocoileus hemionus,0.7387408375300518,0.1078834115805947
Lyssavirus,Macaca fascicularis,0.7379480253786092,0.1465738877710709
Flavivirus,Urocyon cinereoargenteus,0.7365487579935315,0.06919293539011849
Flavivirus,Myotis daubentonii,0.7320734406304308,0.06919293539011849
Flavivirus,Epomophorus gambianus,0.7320734406304304,0.06919293539011849
Flavivirus,Pteropus giganteus,0.7320734406304297,0.06919293539011849
Alphavirus,Rangifer tarandus,0.7283419896161702,0.1150458305387883
Flavivirus,Syncerus caffer,0.7254525935588394,0.12078023697742009
Lyssavirus,Odocoileus virginianus,0.7239381291482074,0.13367706237424548
Flavivirus,Canis mesomelas,0.7129965653565753,0.06919293539011849
Lyssavirus,Proechimys guyannensis,0.7120752561264746,0.0820897607869439
Flavivirus,Tragelaphus strepsiceros,0.7080596350909728,0.09498658618376929
Flavivirus,Hipposideros caffer,0.7027281995757497,0.06919293539011849
Alphavirus,Cynopterus sphinx,0.7024804144426088,0.0763553543483121
Lyssavirus,Didelphis marsupialis,0.6963100598738113,0.06919293539011849
Lyssavirus,Lepus californicus,0.6963100598738113,0.06919293539011849
Lyssavirus,Proechimys semispinosus,0.6963100598738113,0.06919293539011849
Lyssavirus,Sylvilagus audubonii,0.6963100598738106,0.06919293539011849
Lyssavirus,Tatera indica,0.6941291780769889,0.09498658618376929
Orthobunyavirus,Equus asinus,0.6909791817870248,0.152026045159848
Flavivirus,Kobus ellipsiprymnus,0.6869371244142616,0.12078023697742009
Alphacoronavirus,Mus musculus,0.6830753784261702,0.21892465906550415
Orthobunyavirus,Rattus norvegicus,0.6810355758588563,0.152026045159848
Flavivirus,Eptesicus serotinus,0.6685733461646047,0.0562961099932931
Flavivirus,Macaca mulatta,0.6648256620095775,0.18526436396154708
Lyssavirus,Pan troglodytes,0.6632173155735455,0.18526436396154708
Alphacoronavirus,Capra hircus,0.655396964618243,0.20602783366867874
Lyssavirus,Chlorocebus aethiops,0.6538126338480953,0.1078834115805947
Orbivirus,Sus scrofa,0.6493334471597594,0.4084534987704002
Orthobunyavirus,Rousettus leschenaultii,0.6482325438253033,0.11333556896937179
Lyssavirus,Choloepus hoffmanni,0.6418211784579424,0.06919293539011849
Lyssavirus,Macropus giganteus,0.6337634971768554,0.0820897607869439
Alphavirus,Miniopterus schreibersii,0.624451541472782,0.0763553543483121
Flavivirus,Taurotragus oryx,0.6197784982365533,0.09498658618376929
Betacoronavirus,Capra hircus,0.613339154768297,0.20441817572099263
Alphavirus,Eonycteris spelaea,0.612712428042467,0.0763553543483121
Flavivirus,Cervus elaphus,0.6093263932532864,0.12078023697742009
Flavivirus,Philander opossum,0.607113031024393,0.0562961099932931
Lyssavirus,Microtus agrestis,0.605535712915056,0.1078834115805947
Flavivirus,Eudorcas thomsonii,0.6029821415412381,0.0820897607869439
Lyssavirus,Lepus americanus,0.6003077854897155,0.0562961099932931
Lyssavirus,Peromyscus gossypinus,0.6003077854897155,0.0562961099932931
Lyssavirus,Bradypus tridactylus,0.6003077854897153,0.0562961099932931
Alphavirus,Pteronotus parnellii,0.5969003826110565,0.06345852895148671
Flavivirus,Alcelaphus buselaphus,0.5930760583822203,0.0820897607869439
Lyssavirus,Apodemus sylvaticus,0.5908128532104566,0.1594707131678963
Alphacoronavirus,Procyon lotor,0.5894897819529156,0.11575005589090097
Orthobunyavirus,Desmodus rotundus,0.5805861736242481,0.0746450927788956
Orthobunyavirus,Glossophaga soricina,0.5805861736242477,0.0746450927788956
Orthobunyavirus,Sturnira lilium,0.5805861736242472,0.0746450927788956
Alphavirus,Rhinolophus ferrumequinum,0.5793739347017633,0.06345852895148671
Alphavirus,Pipistrellus pipistrellus,0.5793739347017631,0.06345852895148671
Lyssavirus,Carollia brevicauda,0.5783019519578155,0.0562961099932931
Lyssavirus,Chaerephon pumilus,0.5783019519578154,0.0562961099932931
Lyssavirus,Arvicanthis niloticus,0.5782832553339012,0.06919293539011849
Alphacoronavirus,Equus asinus,0.57726791167625,0.15444053208137717
Orthobunyavirus,Artibeus phaeotis,0.5757446246573688,0.0746450927788956
Alphacoronavirus,Sciurus carolinensis,0.5709039465904626,0.14154370668455177
Flavivirus,Elephas maximus,0.5690281427908348,0.06919293539011849
Flavivirus,Vicugna vicugna,0.5673045181779548,0.09498658618376929
Alphavirus,Odocoileus virginianus,0.5664716900276242,0.12794265593561369
Lyssavirus,Hipposideros armiger,0.5662411775333233,0.06919293539011849
Vesiculovirus,Ovis aries,0.563556681658282,0.2904706013860944
Lyssavirus,Peromyscus maniculatus,0.5610497600677177,0.06919293539011849
Flavivirus,Lasiurus cinereus,0.5570421522471667,0.0433992845964677
Flavivirus,Spermophilus tridecemlineatus,0.5570421522471657,0.0433992845964677
Alphacoronavirus,Bubalus bubalis,0.5538845742341462,0.18023418287502796
Flavivirus,Ovis dalli,0.5535114883044023,0.0562961099932931
Betacoronavirus,Procyon lotor,0.5516877662978436,0.11414039794321486
Flavivirus,Saimiri sciureus,0.550876038811747,0.09498658618376929
Lyssavirus,Aepyceros melampus,0.548176712159478,0.12078023697742009
Lyssavirus,Connochaetes taurinus,0.548176712159478,0.12078023697742009
Lyssavirus,Mastomys natalensis,0.5479518048781219,0.06919293539011849
Lyssavirus,Antilocapra americana,0.5477309779770336,0.0820897607869439
Lyssavirus,Macropus agilis,0.5461678596812245,0.0562961099932931
Lyssavirus,Pongo pygmaeus,0.5460176579883231,0.12078023697742009
Lyssavirus,Taphozous perforatus,0.5457348603515446,0.0562961099932931
Lyssavirus,Apodemus agrarius,0.5457348603515444,0.0562961099932931
Orthobunyavirus,Scotophilus kuhlii,0.5453895659404182,0.0746450927788956
Alphavirus,Tatera indica,0.543599591392323,0.0892521797451375
Orthobunyavirus,Pteropus alecto,0.5405575856257242,0.0746450927788956
Lyssavirus,Dasypus novemcinctus,0.5403646653197178,0.0562961099932931
Lyssavirus,Peromyscus leucopus,0.5403646653197177,0.0562961099932931
Lyssavirus,Tamandua tetradactyla,0.5403646653197172,0.0562961099932931
Betacoronavirus,Equus asinus,0.5401891378460647,0.15283087413369106
Lyssavirus,Bison bison,0.5386519717591558,0.0820897607869439
Betacoronavirus,Artibeus jamaicensis,0.535612688367078,0.08834674714956406
Betacoronavirus,Sciurus carolinensis,0.5342942986227378,0.13993404873686566
Alphavirus,Vulpes vulpes,0.5266201633486437,0.06345852895148671
Lyssavirus,Pipistrellus abramus,0.523863145092313,0.0562961099932931
Flavivirus,Lophuromys sikapusi,0.5216393539334243,0.0433992845964677
Flavivirus,Lycaon pictus,0.5212009290561348,0.0562961099932931
Orthobunyavirus,Felis catus,0.5197737895062219,0.17781969595349878
