from,to,strength,initial
Lyssavirus,Sus scrofa,1.6535113965492614,0.3475883076235189
Flavivirus,Felis catus,1.1522656250677639,0.1690168790520903
Alphacoronavirus,Bos taurus,1.078564390329383,0.35736921529175053
Lyssavirus,Rattus norvegicus,1.0502822859190413,0.1491756092108205
Lyssavirus,Camelus dromedarius,1.0252002726964957,0.13925497429018555
Lyssavirus,Bubalus bubalis,1.0230148035045354,0.1690168790520903
Flavivirus,Pan troglodytes,0.9551121646721892,0.1690168790520903
Lyssavirus,Myodes glareolus,0.950327060490294,0.13925497429018555
Alphavirus,Capra hircus,0.9465044658828712,0.17738933601609658
Alphacoronavirus,Equus caballus,0.8988009713899032,0.23832159624413143
Lyssavirus,Rattus rattus,0.8518599246429839,0.11941370444891572
Alphavirus,Eidolon helvum,0.8357750044490181,0.10794489157165213
Alphacoronavirus,Ovis aries,0.8199651462905455,0.24824223116476637
Flavivirus,Vulpes velox,0.8191690497447741,0.09957243460764587
Alphavirus,Camelus dromedarius,0.8013894408831774,0.12778616141292198
Alphavirus,Bubalus bubalis,0.7997599948860653,0.15754806617482672
Flavivirus,Connochaetes taurinus,0.7879966811728069,0.11941370444891572
Flavivirus,Aepyceros melampus,0.7879966811728052,0.11941370444891572
Flavivirus,Micropteropus pusillus,0.7830134594958522,0.08965179968701095
Flavivirus,Myotis keenii,0.7811142847709832,0.06981052984574111
Flavivirus,Bison bison,0.7731967971811949,0.08965179968701095
Betacoronavirus,Ovis aries,0.7668545943590961,0.24502291526939415
Flavivirus,Crocuta crocuta,0.7509848588824237,0.08965179968701095
Lyssavirus,Sigmodon hispidus,0.7509202681733845,0.08965179968701095
Alphavirus,Myodes glareolus,0.7433269839204902,0.12778616141292198
Flavivirus,Odocoileus hemionus,0.7387439783554982,0.1094930695282808
Lyssavirus,Macaca fascicularis,0.7379385869949311,0.13925497429018555
Flavivirus,Urocyon cinereoargenteus,0.7365682408355945,0.07973116476637604
Flavivirus,Epomophorus gambianus,0.7320929923906979,0.07973116476637604
Flavivirus,Pteropus giganteus,0.7320929923906978,0.07973116476637604
Flavivirus,Myotis daubentonii,0.7320929923906976,0.07973116476637604
Alphavirus,Rangifer tarandus,0.7297281168763642,0.10794489157165213
Flavivirus,Syncerus caffer,0.7254498952079743,0.11941370444891572
Lyssavirus,Odocoileus virginianus,0.7239326025727535,0.12933433936955063
Flavivirus,Canis mesomelas,0.7130158294006562,0.07973116476637604
Lyssavirus,Proechimys guyannensis,0.7120843403547266,0.08965179968701095
Flavivirus,Tragelaphus strepsiceros,0.7080682911223015,0.09957243460764587
Flavivirus,Hipposideros caffer,0.7027476497955685,0.07973116476637604
Alphavirus,Cynopterus sphinx,0.7024848478418354,0.07818298680974736
Lyssavirus,Sylvilagus audubonii,0.6963225312920936,0.07973116476637604
Lyssavirus,Didelphis marsupialis,0.6963225312920931,0.07973116476637604
Lyssavirus,Lepus californicus,0.6963225312920929,0.07973116476637604
Lyssavirus,Proechimys semispinosus,0.6963225312920927,0.07973116476637604
Lyssavirus,Tatera indica,0.6941346997910133,0.09957243460764587
Orthobunyavirus,Equus asinus,0.6909566816815768,0.1342862731947239
Flavivirus,Kobus ellipsiprymnus,0.6869278285983552,0.11941370444891572
Alphacoronavirus,Mus musculus,0.6830510840188952,0.18871842164095684
Orthobunyavirus,Rattus norvegicus,0.681013315874504,0.1342862731947239
Flavivirus,Eptesicus serotinus,0.6686592002329188,0.06981052984574111
Flavivirus,Macaca mulatta,0.6647095154003401,0.1690168790520903
Lyssavirus,Pan troglodytes,0.6631962777705277,0.1690168790520903
Alphacoronavirus,Capra hircus,0.6553769751135333,0.17879778672032193
Lyssavirus,Chlorocebus aethiops,0.653814565959719,0.1094930695282808
Orbivirus,Sus scrofa,0.6492977111491681,0.32968086295551086
Orthobunyavirus,Rousettus leschenaultii,0.6482223264914825,0.10452436843281913
Lyssavirus,Choloepus hoffmanni,0.6418333090470014,0.07973116476637604
Lyssavirus,Macropus giganteus,0.6337722411535889,0.08965179968701095
Alphavirus,Miniopterus schreibersii,0.624455765433724,0.07818298680974736
Flavivirus,Taurotragus oryx,0.6198086579095837,0.09957243460764587
Betacoronavirus,Capra hircus,0.6133233906640363,0.1755784708249497
Alphavirus,Eonycteris spelaea,0.612716632207163,0.07818298680974736
Flavivirus,Cervus elaphus,0.6093172212867528,0.11941370444891572
Flavivirus,Philander opossum,0.6071987782050013,0.06981052984574111
Lyssavirus,Microtus agrestis,0.6055376072820228,0.1094930695282808
Flavivirus,Eudorcas thomsonii,0.6030310556517521,0.08965179968701095
Lyssavirus,Lepus americanus,0.6003228795660982,0.06981052984574111
Lyssavirus,Peromyscus gossypinus,0.6003228795660981,0.06981052984574111
Lyssavirus,Bradypus tridactylus,0.6003228795660976,0.06981052984574111
Alphavirus,Pteronotus parnellii,0.5969112375693356,0.06826235188911245
Flavivirus,Alcelaphus buselaphus,0.5931250170026574,0.08965179968701095
Lyssavirus,Apodemus sylvaticus,0.5908003377638259,0.1491756092108205
Alphacoronavirus,Procyon lotor,0.5894858823029906,0.10935334227587748
