from,to,strength,initial
Lyssavirus,Sus scrofa,1.6534164174048929,0.2210988151128996
Flavivirus,Felis catus,1.152179284943933,0.13181310082718534
Alphacoronavirus,Bos taurus,1.0785277842735341,0.2159289067739772
Lyssavirus,Rattus norvegicus,1.0502391530143127,0.12189246590655041
Lyssavirus,Camelus dromedarius,1.0251658403328632,0.11693214844623295
Lyssavirus,Bubalus bubalis,1.0229557870732864,0.13181310082718534
Flavivirus,Pan troglodytes,0.9550292716681847,0.13181310082718534
Lyssavirus,Myodes glareolus,0.9502942338674115,0.11693214844623295
Alphavirus,Capra hircus,0.9464792211184581,0.12453051643192488
Alphacoronavirus,Equus caballus,0.8986973419374217,0.15640509725016766
Lyssavirus,Rattus rattus,0.8518433626790824,0.10701151352559803
Alphavirus,Eidolon helvum,0.8357679766172629,0.08980829420970265
Alphacoronavirus,Ovis aries,0.8198728972417971,0.16136541471048513
Flavivirus,Vulpes velox,0.819164244205815,0.0970908786049631
Alphavirus,Camelus dromedarius,0.8013786355716613,0.09972892913033757
Alphavirus,Bubalus bubalis,0.7997426709868317,0.11460988151128995
Flavivirus,Aepyceros melampus,0.7879717162617831,0.10701151352559803
Flavivirus,Connochaetes taurinus,0.787971716261781,0.10701151352559803
Flavivirus,Micropteropus pusillus,0.7830181527825744,0.09213056114464564
Flavivirus,Myotis keenii,0.7811372060319045,0.08220992622401073
Flavivirus,Bison bison,0.7732015304766056,0.09213056114464564
Betacoronavirus,Ovis aries,0.7667835705557474,0.15653644086742677
Flavivirus,Crocuta crocuta,0.7509894848803317,0.09213056114464564
Lyssavirus,Sigmodon hispidus,0.7509233179733326,0.09213056114464564
Alphavirus,Myodes glareolus,0.7433166901964352,0.09972892913033757
Flavivirus,Odocoileus hemionus,0.7387294590339479,0.10205119606528057
Lyssavirus,Macaca fascicularis,0.7379098308422788,0.11693214844623295
Flavivirus,Urocyon cinereoargenteus,0.7365819983398986,0.08717024368432819
Flavivirus,Pteropus giganteus,0.7321067982872914,0.08717024368432819
Flavivirus,Myotis daubentonii,0.7321067982872909,0.08717024368432819
Flavivirus,Epomophorus gambianus,0.7321067982872906,0.08717024368432819
Alphavirus,Rangifer tarandus,0.7297216893322873,0.08980829420970265
Flavivirus,Syncerus caffer,0.7254254116830652,0.10701151352559803
Lyssavirus,Odocoileus virginianus,0.7239105237748007,0.11197183098591548
Flavivirus,Canis mesomelas,0.7130294319709629,0.08717024368432819
Lyssavirus,Proechimys guyannensis,0.7120873191062019,0.09213056114464564
Flavivirus,Tragelaphus strepsiceros,0.708063606903699,0.0970908786049631
Flavivirus,Hipposideros caffer,0.7027613841352234,0.08717024368432819
Alphavirus,Cynopterus sphinx,0.7024769509116452,0.07492734182875027
Lyssavirus,Lepus californicus,0.6963313404074625,0.08717024368432819
Lyssavirus,Sylvilagus audubonii,0.6963313404074624,0.08717024368432819
Lyssavirus,Didelphis marsupialis,0.6963313404074623,0.08717024368432819
Lyssavirus,Proechimys semispinosus,0.6963313404074621,0.08717024368432819
Lyssavirus,Tatera indica,0.6941317115944605,0.0970908786049631
Orthobunyavirus,Equus asinus,0.6909127661040012,0.09955846188240554
Flavivirus,Kobus ellipsiprymnus,0.6868434813430737,0.10701151352559803
Alphacoronavirus,Mus musculus,0.6830054633593858,0.13160350994858036
Orthobunyavirus,Rattus norvegicus,0.6809698675878973,0.09955846188240554
Flavivirus,Eptesicus serotinus,0.6687380009000125,0.08220992622401073
Flavivirus,Macaca mulatta,0.6644438025518657,0.13181310082718534
Lyssavirus,Pan troglodytes,0.6631481930657318,0.13181310082718534
Alphacoronavirus,Capra hircus,0.6553389176895681,0.12664319248826292
Lyssavirus,Chlorocebus aethiops,0.6538056350242953,0.10205119606528057
Orbivirus,Sus scrofa,0.6492374464223863,0.19423764811088753
Orthobunyavirus,Rousettus leschenaultii,0.6481993470951177,0.08467750950145315
Lyssavirus,Choloepus hoffmanni,0.641841877049582,0.08717024368432819
Lyssavirus,Macropus giganteus,0.633775108232976,0.09213056114464564
Alphavirus,Miniopterus schreibersii,0.6244482415160482,0.07492734182875027
Flavivirus,Taurotragus oryx,0.6197923370182961,0.0970908786049631
Betacoronavirus,Capra hircus,0.6132941850645244,0.12181421864520456
Alphavirus,Eonycteris spelaea,0.6127091435444576,0.07492734182875027
Flavivirus,Cervus elaphus,0.6092339962173985,0.10701151352559803
Flavivirus,Philander opossum,0.6072774830673845,0.08220992622401073
Lyssavirus,Microtus agrestis,0.6055288507064247,0.10205119606528057
Flavivirus,Eudorcas thomsonii,0.6030470914387002,0.09213056114464564
Lyssavirus,Peromyscus gossypinus,0.600336738917682,0.08220992622401073
Lyssavirus,Lepus americanus,0.6003367389176815,0.08220992622401073
Lyssavirus,Bradypus tridactylus,0.6003367389176814,0.08220992622401073
Alphavirus,Pteronotus parnellii,0.5969150904775626,0.06996702436843281
Flavivirus,Alcelaphus buselaphus,0.5931410673558178,0.09213056114464564
Lyssavirus,Apodemus sylvaticus,0.5907672079006695,0.12189246590655041
Alphacoronavirus,Procyon lotor,0.5894752729032765,0.09192097026604068
Orthobunyavirus,Glossophaga soricina,0.5805810450476234,0.06979655712050079
Orthobunyavirus,Sturnira lilium,0.5805810450476229,0.06979655712050079
Orthobunyavirus,Desmodus rotundus,0.5805810450476228,0.06979655712050079
Alphavirus,Pipistrellus pipistrellus,0.5793884983440305,0.06996702436843281
Alphavirus,Rhinolophus ferrumequinum,0.5793884983440305,0.06996702436843281
Lyssavirus,Carollia brevicauda,0.5783308705458943,0.08220992622401073
Lyssavirus,Chaerephon pumilus,0.5783308705458943,0.08220992622401073
Lyssavirus,Arvicanthis niloticus,0.5783033190539792,0.08717024368432819
Alphacoronavirus,Equus asinus,0.5772389345953486,0.10680192264699306
Orthobunyavirus,Artibeus phaeotis,0.575739502429979,0.06979655712050079
Alphacoronavirus,Sciurus carolinensis,0.5708801998186348,0.1018416051866756
Flavivirus,Elephas maximus,0.5691415816792357,0.08717024368432819
Flavivirus,Vicugna vicugna,0.5673181306346818,0.0970908786049631
Alphavirus,Odocoileus virginianus,0.5663934160303111,0.09476861167002011
Lyssavirus,Hipposideros armiger,0.5662616085294564,0.08717024368432819
Vesiculovirus,Ovis aries,0.5635198804753146,0.14386038452939862
Lyssavirus,Peromyscus maniculatus,0.5610697940531555,0.08717024368432819
Flavivirus,Spermophilus tridecemlineatus,0.5572517047328391,0.07724960876369327
Flavivirus,Lasiurus cinereus,0.557251704732839,0.07724960876369327
Alphacoronavirus,Bubalus bubalis,0.5538465812295756,0.11672255756762798
Flavivirus,Ovis dalli,0.5536741951640864,0.08220992622401073
Betacoronavirus,Procyon lotor,0.5516757191356283,0.08709199642298233
Flavivirus,Saimiri sciureus,0.550889690732711,0.0970908786049631
Lyssavirus,Connochaetes taurinus,0.5481605924546809,0.10701151352559803
Lyssavirus,Aepyceros melampus,0.5481605924546804,0.10701151352559803
Lyssavirus,Mastomys natalensis,0.5479716376173277,0.08717024368432819
Lyssavirus,Antilocapra americana,0.547742172969638,0.09213056114464564
Lyssavirus,Macropus agilis,0.5461961201735794,0.08220992622401073
Lyssavirus,Pongo pygmaeus,0.5460017628578687,0.10701151352559803
Lyssavirus,Taphozous perforatus,0.5457632424186284,0.08220992622401073
Lyssavirus,Apodemus agrarius,0.5457632424186277,0.08220992622401073
Orthobunyavirus,Scotophilus kuhlii,0.5453846210651828,0.06979655712050079
Alphavirus,Tatera indica,0.5435784089088038,0.07988765928906774
Orthobunyavirus,Pteropus alecto,0.5405526463052401,0.06979655712050079
Lyssavirus,Peromyscus leucopus,0.5403929697490822,0.08220992622401073
Lyssavirus,Tamandua tetradactyla,0.540392969749082,0.08220992622401073
Lyssavirus,Dasypus novemcinctus,0.5403929697490816,0.08220992622401073
Betacoronavirus,Equus asinus,0.540166605308718,0.10197294880393472
Lyssavirus,Bison bison,0.5386631397027779,0.09213056114464564
Betacoronavirus,Artibeus jamaicensis,0.5356078756083429,0.07717136150234741
Betacoronavirus,Sciurus carolinensis,0.5342755525336568,0.09701263134361726
Alphavirus,Vulpes vulpes,0.5266343674305592,0.06996702436843281
Lyssavirus,Pipistrellus abramus,0.5238916114590599,0.08220992622401073
Flavivirus,Lophuromys sikapusi,0.5218475710134163,0.07724960876369327
Flavivirus,Lycaon pictus,0.5213618159674127,0.08220992622401073
Orthobunyavirus,Felis catus,0.51970058481989,0.10947909680304045
Orthobunyavirus,Miniopterus schreibersii,0.5192735976605969,0.06979655712050079
Lyssavirus,Bradypus variegatus,0.5183507371273467,0.08717024368432819
Orthobunyavirus,Tadarida brasiliensis,0.5176702889265423,0.06483623966018331
Orthobunyavirus,Myotis lucifugus,0.5176702889265421,0.06483623966018331
Orthobunyavirus,Myotis nigricans,0.5176702889265421,0.06483623966018331
Orthobunyavirus,Eptesicus fuscus,0.5176702889265419,0.06483623966018331
Lyssavirus,Erythrocebus patas,0.514974452337356,0.08717024368432819
Flavivirus,Epomops franqueti,0.5143313649427175,0.09213056114464564
Lyssavirus,Odocoileus hemionus,0.514148577695902,0.10205119606528057
Flavivirus,Myocastor coypus,0.5134383494144187,0.08220992622401073
Flavivirus,Damaliscus lunatus,0.5111029287969439,0.08717024368432819
Orthobunyavirus,Eonycteris spelaea,0.5094304322608846,0.06979655712050079
Flavivirus,Rousettus amplexicaudatus,0.509180133962977,0.08220992622401073
Alphavirus,Cynopterus brachyotis,0.5078024302788127,0.06996702436843281
Alphacoronavirus,Rangifer tarandus,0.5057890962182934,0.09192097026604068
Lyssavirus,Syncerus caffer,0.5046514212764135,0.10701151352559803
Flavivirus,Capreolus capreolus,0.504640044842643,0.0970908786049631
Flavivirus,Nyctereutes procyonoides,0.5029048894453796,0.08220992622401073
Orbivirus,Mus musculus,0.5019214399383439,0.11983288620612563
Alphavirus,Tamias striatus,0.49807866956759783,0.06500670690811536
Alphavirus,Molossus molossus,0.49807866956759755,0.06500670690811536
Alphacoronavirus,Phyllostomus hastatus,0.4976992776453661,0.0770400178850883
Orbivirus,Artibeus lituratus,0.49725126867904773,0.08015034652358595
Lyssavirus,Cercopithecus ascanius,0.492980610909075,0.08717024368432819
Orthobunyavirus,Mephitis mephitis,0.492970038476904,0.06483623966018331
Flavivirus,Pipistrellus subflavus,0.4905833079455922,0.07724960876369327
Flavivirus,Cynomops abrasus,0.49058330794559213,0.07724960876369327
Flavivirus,Myotis myotis,0.49058330794559196,0.07724960876369327
Flavivirus,Myotis riparius,0.49058330794559196,0.07724960876369327
Flavivirus,Myotis blythii,0.49058330794559185,0.07724960876369327
Flavivirus,Cynomops planirostris,0.4905833079455918,0.07724960876369327
Flavivirus,Myotis nattereri,0.4905833079455918,0.07724960876369327
Flavivirus,Myotis velifer,0.4905833079455918,0.07724960876369327
Flavivirus,Myotis volans,0.4905833079455918,0.07724960876369327
Flavivirus,Acinonyx jubatus,0.4902985828237645,0.08717024368432819
Lyssavirus,Hipposideros caffer,0.49026007615142325,0.08717024368432819
Lyssavirus,Microtus arvalis,0.4902265763997446,0.08717024368432819
Flavivirus,Lontra canadensis,0.48613439795936375,0.08717024368432819
Betacoronavirus,Molossus rufus,0.4857703583323995,0.07221104404202995
Flavivirus,Cephalophus dorsalis,0.482519932046839,0.08220992622401073
Flavivirus,Cephalophus leucogaster,0.4825199320468384,0.08220992622401073
Orthobunyavirus,Pipistrellus pipistrellus,0.4817948879072676,0.06483623966018331
Orthobunyavirus,Rhinolophus ferrumequinum,0.48179488790726754,0.06483623966018331
Alphacoronavirus,Artibeus phaeotis,0.4814980387343461,0.0770400178850883
Alphavirus,Murina leucogaster,0.48062818720479716,0.06500670690811536
Flavivirus,Myotis dasycneme,0.48004432451320844,0.07724960876369327
Flavivirus,Nyctinomops laticaudatus,0.480044324513208,0.07724960876369327
Flavivirus,Pipistrellus nathusii,0.480044324513208,0.07724960876369327
Flavivirus,Nyctalus noctula,0.48004432451320794,0.07724960876369327
Flavivirus,Eumops glaucinus,0.4800443245132077,0.07724960876369327
Lyssavirus,Kobus ellipsiprymnus,0.4797691670638991,0.10701151352559803
Alphavirus,Canis latrans,0.4795925858474239,0.06996702436843281
Lyssavirus,Spermophilus beecheyi,0.47764848584747827,0.08717024368432819
Lyssavirus,Aotus trivirgatus,0.4767441848463245,0.0970908786049631
Orthobunyavirus,Marmota monax,0.47591846744193794,0.06979655712050079
Alphavirus,Rhinolophus pusillus,0.47476834594992157,0.06500670690811536
Alphavirus,Pteronotus davyi,0.47476834594992134,0.06500670690811536
Lyssavirus,Didelphis virginiana,0.47403724638283135,0.08220992622401073
Alphavirus,Microtus agrestis,0.4739262664263593,0.0848479767493852
Betacoronavirus,Rangifer tarandus,0.4735327698232736,0.08709199642298233
Orbivirus,Carollia perspicillata,0.4733762176429189,0.0751900290632685
Flavivirus,Zygodontomys brevicauda,0.4720570721910128,0.07724960876369327
Flavivirus,Heteromys anomalus,0.4720570721910124,0.07724960876369327
Flavivirus,Caluromys philander,0.47205707219101234,0.07724960876369327
Flavivirus,Oryzomys laticeps,0.472057072191012,0.07724960876369327
Orthobunyavirus,Odocoileus virginianus,0.47083874488018396,0.08963782696177061
Vesiculovirus,Mus musculus,0.46961937184508196,0.11409847976749385
Lyssavirus,Microtus oeconomus,0.46910547121501717,0.08220992622401073
Lyssavirus,Myodes rutilus,0.4691054712150171,0.08220992622401073
Flavivirus,Meriones hurrianae,0.4689870676672874,0.08717024368432819
Betacoronavirus,Phyllostomus hastatus,0.4658969546791128,0.07221104404202995
