from,to,strength,initial
Lyssavirus,Sus scrofa,1.6532788058719308,0.03386150234741784
Flavivirus,Felis catus,1.1519527677477266,0.03386150234741784
Alphacoronavirus,Bos taurus,1.0784820267431392,0.03386150234741784
Lyssavirus,Rattus norvegicus,1.0501007612946434,0.03386150234741784
Lyssavirus,Camelus dromedarius,1.0250383477048033,0.03386150234741784
Lyssavirus,Bubalus bubalis,1.0228013859519782,0.03386150234741784
Flavivirus,Pan troglodytes,0.9548117060300031,0.03386150234741784
Lyssavirus,Myodes glareolus,0.9501726524805053,0.03386150234741784
Alphavirus,Capra hircus,0.9464362580303126,0.03386150234741784
Alphacoronavirus,Equus caballus,0.8985450337791293,0.03386150234741784
Lyssavirus,Rattus rattus,0.8517460102581605,0.03386150234741784
Alphavirus,Eidolon helvum,0.8357463767854575,0.03386150234741784
Alphacoronavirus,Ovis aries,0.8197399033819659,0.03386150234741784
Flavivirus,Vulpes velox,0.8190419541224964,0.03386150234741784
Alphavirus,Camelus dromedarius,0.8013533829934207,0.03386150234741784
Alphavirus,Bubalus bubalis,0.7997102861934792,0.03386150234741784
Flavivirus,Connochaetes taurinus,0.7878246883572028,0.03386150234741784
Flavivirus,Aepyceros melampus,0.7878246883572019,0.03386150234741784
Flavivirus,Micropteropus pusillus,0.7829079320808197,0.03386150234741784
Flavivirus,Myotis keenii,0.7810478902068717,0.03386150234741784
Flavivirus,Bison bison,0.7730903774356234,0.03386150234741784
Betacoronavirus,Ovis aries,0.7666868077975095,0.03386150234741784
Flavivirus,Crocuta crocuta,0.7508808382648094,0.03386150234741784
Lyssavirus,Sigmodon hispidus,0.7508517690820995,0.03386150234741784
Alphavirus,Myodes glareolus,0.7432926279600199,0.03386150234741784
Flavivirus,Odocoileus hemionus,0.738596597959373,0.03386150234741784
Lyssavirus,Macaca fascicularis,0.7378032220151894,0.03386150234741784
Flavivirus,Urocyon cinereoargenteus,0.7364834892545061,0.03386150234741784
Flavivirus,Myotis daubentonii,0.732007937700962,0.03386150234741784
Flavivirus,Epomophorus gambianus,0.7320079377009616,0.03386150234741784
Flavivirus,Pteropus giganteus,0.7320079377009611,0.03386150234741784
Alphavirus,Rangifer tarandus,0.729701927797874,0.03386150234741784
Flavivirus,Syncerus caffer,0.7252812105838041,0.03386150234741784
Lyssavirus,Odocoileus virginianus,0.7238115222093359,0.03386150234741784
Flavivirus,Canis mesomelas,0.7129320243564213,0.03386150234741784
Lyssavirus,Proechimys guyannensis,0.7120174300072004,0.03386150234741784
Flavivirus,Tragelaphus strepsiceros,0.7079443712504807,0.03386150234741784
Alphavirus,Cynopterus sphinx,0.7038189345841995,0.03386150234741784
