from,to,strength,initial
Lyssavirus,Sus scrofa,1.6533312083854752,0.10571903644086741
Flavivirus,Felis catus,1.152036218107176,0.0700047507265817
Alphacoronavirus,Bos taurus,1.0784996406157108,0.10465710932260226
Lyssavirus,Rattus norvegicus,1.0501512066325283,0.06603649675832773
Lyssavirus,Camelus dromedarius,1.025084567446126,0.06405236977420076
Lyssavirus,Bubalus bubalis,1.022858195763656,0.0700047507265817
Flavivirus,Pan troglodytes,0.9548918741816314,0.0700047507265817
Lyssavirus,Myodes glareolus,0.9502167355199191,0.06405236977420076
Alphavirus,Capra hircus,0.9464524976196775,0.06823859825620389
Alphacoronavirus,Equus caballus,0.8986030523365248,0.08084758551307847
Lyssavirus,Rattus rattus,0.8517808441829391,0.06008411580594679
Alphavirus,Eidolon helvum,0.835754273036976,0.054349709367314994
Alphacoronavirus,Ovis aries,0.8197906500123849,0.08283171249720545
Flavivirus,Vulpes velox,0.8190849623235353,0.05611586183769282
Alphavirus,Camelus dromedarius,0.8013627407251602,0.05831796333556896
Alphavirus,Bubalus bubalis,0.799722452524258,0.06427034428794992
Flavivirus,Aepyceros melampus,0.787877352309081,0.06008411580594679
Flavivirus,Connochaetes taurinus,0.7878773523090803,0.06008411580594679
Flavivirus,Micropteropus pusillus,0.7829462500850735,0.05413173485356584
Flavivirus,Myotis keenii,0.7810779875128306,0.05016348088531187
Flavivirus,Bison bison,0.7731290178458246,0.05413173485356584
Betacoronavirus,Ovis aries,0.7667239333295666,0.08122205454951933
Flavivirus,Crocuta crocuta,0.7509186105054036,0.05413173485356584
Lyssavirus,Sigmodon hispidus,0.750876625186318,0.05413173485356584
Alphavirus,Myodes glareolus,0.7433015454586863,0.05831796333556896
Flavivirus,Odocoileus hemionus,0.7386437879452502,0.0580999888218198
Lyssavirus,Macaca fascicularis,0.7378418952409198,0.06405236977420076
Flavivirus,Urocyon cinereoargenteus,0.7365172599253093,0.05214760786943885
Flavivirus,Pteropus giganteus,0.7320418301811876,0.05214760786943885
Flavivirus,Epomophorus gambianus,0.7320418301811874,0.05214760786943885
Flavivirus,Myotis daubentonii,0.7320418301811871,0.05214760786943885
Alphavirus,Rangifer tarandus,0.7297091531966802,0.054349709367314994
Flavivirus,Syncerus caffer,0.7253328636285272,0.06008411580594679
Lyssavirus,Odocoileus virginianus,0.7238472123241884,0.062068242790073766
Flavivirus,Canis mesomelas,0.7129654194981001,0.05214760786943885
Lyssavirus,Proechimys guyannensis,0.7120417111652069,0.05413173485356584
Flavivirus,Tragelaphus strepsiceros,0.7079863124669256,0.05611586183769282
Alphavirus,Cynopterus sphinx,0.7038237517963382,0.04839732841493405
Flavivirus,Hipposideros caffer,0.7026967537946995,0.05214760786943885
Lyssavirus,Lepus californicus,0.6962899064101696,0.05214760786943885
Lyssavirus,Sylvilagus audubonii,0.6962899064101696,0.05214760786943885
Lyssavirus,Proechimys semispinosus,0.6962899064101695,0.05214760786943885
Lyssavirus,Didelphis marsupialis,0.6962899064101692,0.05214760786943885
Lyssavirus,Tatera indica,0.6940824428418909,0.05611586183769282
Orthobunyavirus,Equus asinus,0.6908611820892376,0.05859182875027945
Flavivirus,Kobus ellipsiprymnus,0.6896060744713404,0.06008411580594679
Alphacoronavirus,Mus musculus,0.6829574444130115,0.07092695059244354
Orthobunyavirus,Rattus norvegicus,0.6809188301113623,0.05859182875027945
Flavivirus,Eptesicus serotinus,0.6713959216255286,0.05016348088531187
Flavivirus,Macaca mulatta,0.6670536677892274,0.0700047507265817
Lyssavirus,Pan troglodytes,0.6630685720299186,0.0700047507265817
Alphacoronavirus,Capra hircus,0.6552971596994478,0.06894282360831656
Lyssavirus,Chlorocebus aethiops,0.6537529784058916,0.0580999888218198
Orbivirus,Sus scrofa,0.6491949776046307,0.0967653141068634
Orthobunyavirus,Rousettus leschenaultii,0.6481623530439427,0.0526394477978985
Lyssavirus,Choloepus hoffmanni,0.641801574464031,0.05214760786943885
Lyssavirus,Macropus giganteus,0.6337312045637862,0.05413173485356584
Alphavirus,Miniopterus schreibersii,0.6243870001257805,0.04839732841493405
Flavivirus,Taurotragus oryx,0.6195230114915707,0.05611586183769282
Betacoronavirus,Capra hircus,0.6132648294448986,0.06733316566063044
Alphavirus,Eonycteris spelaea,0.612648187918668,0.04839732841493405
Flavivirus,Cervus elaphus,0.6089193537756765,0.06008411580594679
Flavivirus,Philander opossum,0.607074132308768,0.05016348088531187
Lyssavirus,Microtus agrestis,0.6054772163866787,0.0580999888218198
Flavivirus,Eudorcas thomsonii,0.6028013859403992,0.05413173485356584
Lyssavirus,Lepus americanus,0.60030093999334,0.05016348088531187
Lyssavirus,Bradypus tridactylus,0.6003009399933398,0.05016348088531187
Lyssavirus,Peromyscus gossypinus,0.6003009399933397,0.05016348088531187
Alphavirus,Pteronotus parnellii,0.5968618977418817,0.04641320143080706
Flavivirus,Alcelaphus buselaphus,0.5928951372740413,0.05413173485356584
Lyssavirus,Apodemus sylvaticus,0.5906995478658972,0.06603649675832773
Alphacoronavirus,Procyon lotor,0.5894529215078121,0.05505393471942767
Orthobunyavirus,Glossophaga soricina,0.5805566337255883,0.046687066845517544
Orthobunyavirus,Desmodus rotundus,0.5805566337255881,0.046687066845517544
Orthobunyavirus,Sturnira lilium,0.5805566337255879,0.046687066845517544
Alphavirus,Rhinolophus ferrumequinum,0.5793358259086385,0.04641320143080706
Alphavirus,Pipistrellus pipistrellus,0.5793358259086379,0.04641320143080706
Lyssavirus,Carollia brevicauda,0.5782951146994507,0.05016348088531187
Lyssavirus,Chaerephon pumilus,0.5782951146994504,0.05016348088531187
Lyssavirus,Arvicanthis niloticus,0.5782642505703576,0.05214760786943885
Alphacoronavirus,Equus asinus,0.577211260324396,0.06100631567180863
Orthobunyavirus,Artibeus phaeotis,0.5757151213402483,0.046687066845517544
Alphacoronavirus,Sciurus carolinensis,0.5708547354169032,0.05902218868768164
Flavivirus,Elephas maximus,0.568920631519392,0.05214760786943885
Flavivirus,Vicugna vicugna,0.5670531975271302,0.05611586183769282
Alphavirus,Odocoileus virginianus,0.5663029697193619,0.056333836351441985
Lyssavirus,Hipposideros armiger,0.5662218260489126,0.05214760786943885
Vesiculovirus,Ovis aries,0.5635033961815626,0.07699670243684327
Lyssavirus,Peromyscus maniculatus,0.5610307833453836,0.05214760786943885
Flavivirus,Spermophilus tridecemlineatus,0.5570717319518641,0.048179353901184885
Flavivirus,Lasiurus cinereus,0.5570717319518634,0.048179353901184885
Alphacoronavirus,Bubalus bubalis,0.5538158687555227,0.0649745696400626
Flavivirus,Ovis dalli,0.5534730004439291,0.05016348088531187
Betacoronavirus,Procyon lotor,0.5516607964527015,0.05344427677174156
Flavivirus,Saimiri sciureus,0.5506240029737443,0.05611586183769282
Lyssavirus,Aepyceros melampus,0.5481057406421301,0.06008411580594679
Lyssavirus,Connochaetes taurinus,0.5481057406421299,0.06008411580594679
Lyssavirus,Mastomys natalensis,0.5479330182221279,0.05214760786943885
Lyssavirus,Antilocapra americana,0.547699838134343,0.05413173485356584
Lyssavirus,Macropus agilis,0.5461611774870525,0.05016348088531187
Lyssavirus,Pongo pygmaeus,0.5459476788745186,0.06008411580594679
Lyssavirus,Apodemus agrarius,0.5457281495377957,0.05016348088531187
Lyssavirus,Taphozous perforatus,0.545728149537795,0.05016348088531187
Orthobunyavirus,Scotophilus kuhlii,0.5453610824014941,0.046687066845517544
Alphavirus,Tatera indica,0.5435117592405465,0.050381455399061026
Orthobunyavirus,Pteropus alecto,0.5405291340908142,0.046687066845517544
Lyssavirus,Dasypus novemcinctus,0.5403579727374583,0.05016348088531187
Lyssavirus,Peromyscus leucopus,0.5403579727374583,0.05016348088531187
Lyssavirus,Tamandua tetradactyla,0.5403579727374583,0.05016348088531187
Betacoronavirus,Equus asinus,0.5401478639445079,0.059396657724122504
Lyssavirus,Bison bison,0.5386209061473309,0.05413173485356584
Betacoronavirus,Artibeus jamaicensis,0.5355959806599965,0.04947602280348759
Betacoronavirus,Sciurus carolinensis,0.5342583555902811,0.057412530739995526
Alphavirus,Vulpes vulpes,0.5265829936234869,0.04641320143080706
Lyssavirus,Pipistrellus abramus,0.523856414345788,0.05016348088531187
Flavivirus,Lophuromys sikapusi,0.5216687461609085,0.048179353901184885
Flavivirus,Lycaon pictus,0.5211628684063025,0.05016348088531187
Orthobunyavirus,Felis catus,0.5196505859959549,0.06256008271853342
Orthobunyavirus,Miniopterus schreibersii,0.5192505560892517,0.046687066845517544
Lyssavirus,Bradypus variegatus,0.5183125734506492,0.05214760786943885
Orthobunyavirus,Tadarida brasiliensis,0.5176504328308562,0.04470293986139057
Orthobunyavirus,Eptesicus fuscus,0.517650432830856,0.04470293986139057
Orthobunyavirus,Myotis lucifugus,0.517650432830856,0.04470293986139057
Orthobunyavirus,Myotis nigricans,0.517650432830856,0.04470293986139057
Lyssavirus,Erythrocebus patas,0.5149362949941891,0.05214760786943885
Lyssavirus,Odocoileus hemionus,0.5140990048785169,0.0580999888218198
Flavivirus,Epomops franqueti,0.5140895397190617,0.05413173485356584
Flavivirus,Myocastor coypus,0.513239013593651,0.05016348088531187
Flavivirus,Damaliscus lunatus,0.5108814567453562,0.05214760786943885
Orthobunyavirus,Eonycteris spelaea,0.5094076327623284,0.046687066845517544
Flavivirus,Rousettus amplexicaudatus,0.5089810942678469,0.05016348088531187
Alphavirus,Cynopterus brachyotis,0.5077517009548164,0.04641320143080706
Alphacoronavirus,Rangifer tarandus,0.5057699927739474,0.05505393471942767
Lyssavirus,Syncerus caffer,0.5045979505116847,0.06008411580594679
Flavivirus,Capreolus capreolus,0.5043740224599951,0.05611586183769282
Flavivirus,Nyctereutes procyonoides,0.5027060879771561,0.05016348088531187
Orbivirus,Mus musculus,0.5019100248693712,0.06700340934495863
Alphavirus,Tamias striatus,0.4980347596976502,0.04442907444668008
Alphavirus,Molossus molossus,0.4980347596976498,0.04442907444668008
Alphacoronavirus,Phyllostomus hastatus,0.4976852228986017,0.049101553767046724
Orbivirus,Artibeus lituratus,0.4972454308853147,0.05113039347194276
