r,a2,a3,a4
1,0.0,0.0,1.0
1,0.0,0.07142857142857142,0.9285714285714286
1,0.0,0.14285714285714285,0.8571428571428571
1,0.0,0.21428571428571427,0.7857142857142857
1,0.0,0.2857142857142857,0.7142857142857143
1,0.0,0.35714285714285715,0.6428571428571429
1,0.0,0.42857142857142855,0.5714285714285714
1,0.0,0.5,0.5
1,0.0,0.5714285714285714,0.42857142857142855
1,0.0,0.6428571428571429,0.35714285714285715
1,0.0,0.7142857142857143,0.2857142857142857
1,0.0,0.7857142857142857,0.21428571428571427
1,0.0,0.8571428571428571,0.14285714285714285
1,0.0,0.9285714285714286,0.07142857142857142
1,0.0,1.0,0.0
1,0.07142857142857142,0.0,0.9285714285714286
1,0.07142857142857142,0.07142857142857142,0.8571428571428571
1,0.07142857142857142,0.14285714285714285,0.7857142857142857
1,0.07142857142857142,0.21428571428571427,0.7142857142857143
1,0.07142857142857142,0.2857142857142857,0.6428571428571429
1,0.07142857142857142,0.35714285714285715,0.5714285714285714
1,0.07142857142857142,0.42857142857142855,0.5
1,0.07142857142857142,0.5,0.42857142857142855
1,0.07142857142857142,0.5714285714285714,0.35714285714285715
1,0.07142857142857142,0.6428571428571429,0.2857142857142857
1,0.07142857142857142,0.7142857142857143,0.21428571428571427
1,0.07142857142857142,0.7857142857142857,0.14285714285714285
1,0.07142857142857142,0.9285714285714286,0.0
1,0.14285714285714285,0.0,0.8571428571428571
1,0.14285714285714285,0.07142857142857142,0.7857142857142857
1,0.14285714285714285,0.14285714285714285,0.7142857142857143
1,0.14285714285714285,0.21428571428571427,0.6428571428571429
1,0.14285714285714285,0.2857142857142857,0.5714285714285714
1,0.14285714285714285,0.35714285714285715,0.5
1,0.14285714285714285,0.42857142857142855,0.42857142857142855
1,0.14285714285714285,0.5,0.35714285714285715
1,0.14285714285714285,0.6428571428571429,0.21428571428571427
1,0.14285714285714285,0.7142857142857143,0.14285714285714285
1,0.14285714285714285,0.7857142857142857,0.07142857142857142
1,0.14285714285714285,0.8571428571428571,0.0
1,0.21428571428571427,0.0,0.7857142857142857
1,0.21428571428571427,0.07142857142857142,0.7142857142857143
1,0.21428571428571427,0.14285714285714285,0.6428571428571429
1,0.21428571428571427,0.21428571428571427,0.5714285714285714
1,0.21428571428571427,0.2857142857142857,0.5
1,0.21428571428571427,0.35714285714285715,0.42857142857142855
1,0.21428571428571427,0.42857142857142855,0.35714285714285715
1,0.21428571428571427,0.5,0.2857142857142857
1,0.21428571428571427,0.5714285714285714,0.21428571428571427
1,0.21428571428571427,0.6428571428571429,0.14285714285714285
1,0.21428571428571427,0.7142857142857143,0.07142857142857142
1,0.21428571428571427,0.7857142857142857,0.0
1,0.2857142857142857,0.0,0.7142857142857143
1,0.2857142857142857,0.07142857142857142,0.6428571428571429
